R_G^2, alpha^2, N (big fragment), # edges (b.f), avg. R_g^2 (s.f), avg. alpha^2 (s.f), avg. mass (s.f), # small fragments
0.600326, 2705.46, 1024, 2047, 0, 0, 0, 0
0.600912, 2702.11, 1024, 2046, 0, 0, 0, 0
0.601498, 2698.74, 1024, 2045, 0, 0, 0, 0
0.602084, 2695.4, 1024, 2044, 0, 0, 0, 0
0.60267, 2692.05, 1024, 2043, 0, 0, 0, 0
0.603256, 2688.72, 1024, 2042, 0, 0, 0, 0
0.603843, 2685.38, 1024, 2041, 0, 0, 0, 0
0.60443, 2682.06, 1024, 2040, 0, 0, 0, 0
0.605017, 2678.71, 1024, 2039, 0, 0, 0, 0
0.605605, 2675.32, 1024, 2038, 0, 0, 0, 0
0.606191, 2671.99, 1024, 2037, 0, 0, 0, 0
0.606779, 2668.66, 1024, 2036, 0, 0, 0, 0
0.607368, 2665.31, 1024, 2035, 0, 0, 0, 0
0.607899, 2661.53, 1024, 2034, 0, 0, 0, 0
0.60849, 2658.23, 1024, 2033, 0, 0, 0, 0
0.609089, 2655.02, 1024, 2032, 0, 0, 0, 0
0.609676, 2651.71, 1024, 2031, 0, 0, 0, 0
0.610265, 2648.32, 1024, 2030, 0, 0, 0, 0
0.610852, 2645.03, 1024, 2029, 0, 0, 0, 0
0.611443, 2641.79, 1024, 2028, 0, 0, 0, 0
0.612031, 2638.52, 1024, 2027, 0, 0, 0, 0
0.612694, 2635.39, 1024, 2026, 0, 0, 0, 0
0.613288, 2632.2, 1024, 2025, 0, 0, 0, 0
0.61388, 2628.96, 1024, 2024, 0, 0, 0, 0
0.614469, 2625.52, 1024, 2023, 0, 0, 0, 0
0.615072, 2622.16, 1024, 2022, 0, 0, 0, 0
0.615663, 2618.84, 1024, 2021, 0, 0, 0, 0
0.616258, 2615.55, 1024, 2020, 0, 0, 0, 0
0.616866, 2612.03, 1024, 2019, 0, 0, 0, 0
0.617469, 2608.81, 1024, 2018, 0, 0, 0, 0
0.618071, 2605.59, 1024, 2017, 0, 0, 0, 0
0.618684, 2602.33, 1024, 2016, 0, 0, 0, 0
0.619274, 2599.08, 1024, 2015, 0, 0, 0, 0
0.619868, 2595.78, 1024, 2014, 0, 0, 0, 0
0.62046, 2592.58, 1024, 2013, 0, 0, 0, 0
0.621057, 2589.33, 1024, 2012, 0, 0, 0, 0
0.621931, 2585.36, 1024, 2011, 0, 0, 0, 0
0.622529, 2582.1, 1024, 2010, 0, 0, 0, 0
0.623142, 2578.95, 1024, 2009, 0, 0, 0, 0
0.623798, 2575.79, 1024, 2008, 0, 0, 0, 0
0.624785, 2572.23, 1024, 2007, 0, 0, 0, 0
0.625388, 2569.12, 1024, 2006, 0, 0, 0, 0
0.625983, 2565.86, 1024, 2005, 0, 0, 0, 0
0.626576, 2562.85, 1024, 2004, 0, 0, 0, 0
0.627166, 2559.61, 1024, 2003, 0, 0, 0, 0
0.62778, 2556.23, 1024, 2002, 0, 0, 0, 0
0.628376, 2553.16, 1024, 2001, 0, 0, 0, 0
0.629213, 2549.0, 1024, 2000, 0, 0, 0, 0
0.630064, 2544.98, 1024, 1999, 0, 0, 0, 0
0.630667, 2541.8, 1024, 1998, 0, 0, 0, 0
0.631284, 2538.67, 1024, 1997, 0, 0, 0, 0
0.631883, 2535.4, 1024, 1996, 0, 0, 0, 0
0.63248, 2532.28, 1024, 1995, 0, 0, 0, 0
0.63308, 2529.1, 1024, 1994, 0, 0, 0, 0
0.633703, 2525.99, 1024, 1993, 0, 0, 0, 0
0.634855, 2520.31, 1024, 1992, 0, 0, 0, 0
0.635854, 2516.71, 1024, 1991, 0, 0, 0, 0
0.636447, 2513.69, 1024, 1990, 0, 0, 0, 0
0.637055, 2510.7, 1024, 1989, 0, 0, 0, 0
0.637648, 2507.38, 1024, 1988, 0, 0, 0, 0
0.638613, 2503.85, 1024, 1987, 0, 0, 0, 0
0.639223, 2500.66, 1024, 1986, 0, 0, 0, 0
0.64017, 2497.12, 1024, 1985, 0, 0, 0, 0
0.640791, 2494.15, 1024, 1984, 0, 0, 0, 0
0.641346, 2490.75, 1024, 1983, 0, 0, 0, 0
0.641985, 2487.68, 1024, 1982, 0, 0, 0, 0
0.64262, 2484.93, 1024, 1981, 0, 0, 0, 0
0.643233, 2481.92, 1024, 1980, 0, 0, 0, 0
0.643773, 2478.44, 1024, 1979, 0, 0, 0, 0
0.644404, 2475.35, 1024, 1978, 0, 0, 0, 0
0.645045, 2472.58, 1024, 1977, 0, 0, 0, 0
0.645651, 2469.61, 1024, 1976, 0, 0, 0, 0
0.646505, 2465.83, 1024, 1975, 0, 0, 0, 0
0.647082, 2462.15, 1024, 1974, 0, 0, 0, 0
0.647639, 2458.66, 1024, 1973, 0, 0, 0, 0
0.648255, 2455.18, 1024, 1972, 0, 0, 0, 0
0.648914, 2452.27, 1024, 1971, 0, 0, 0, 0
0.64954, 2449.09, 1024, 1970, 0, 0, 0, 0
0.650149, 2446.09, 1024, 1969, 0, 0, 0, 0
0.651023, 2442.34, 1024, 1968, 0, 0, 0, 0
0.651674, 2439.1, 1024, 1967, 0, 0, 0, 0
0.652297, 2436.23, 1024, 1966, 0, 0, 0, 0
0.652979, 2433.23, 1024, 1965, 0, 0, 0, 0
0.653827, 2429.37, 1024, 1964, 0, 0, 0, 0
0.654496, 2426.18, 1024, 1963, 0, 0, 0, 0
0.655095, 2422.92, 1024, 1962, 0, 0, 0, 0
0.656127, 2419.39, 1024, 1961, 0, 0, 0, 0
0.656731, 2416.36, 1024, 1960, 0, 0, 0, 0
0.657366, 2413.46, 1024, 1959, 0, 0, 0, 0
0.65802, 2410.72, 1024, 1958, 0, 0, 0, 0
0.658573, 2407.35, 1024, 1957, 0, 0, 0, 0
0.659225, 2404.42, 1024, 1956, 0, 0, 0, 0
0.659857, 2401.57, 1024, 1955, 0, 0, 0, 0
0.660496, 2398.43, 1024, 1954, 0, 0, 0, 0
0.661395, 2394.7, 1024, 1953, 0, 0, 0, 0
0.662285, 2391.23, 1024, 1952, 0, 0, 0, 0
0.66315, 2387.36, 1024, 1951, 0, 0, 0, 0
0.663882, 2384.32, 1024, 1950, 0, 0, 0, 0
0.664502, 2381.19, 1024, 1949, 0, 0, 0, 0
0.665143, 2378.07, 1024, 1948, 0, 0, 0, 0
0.665759, 2375.25, 1024, 1947, 0, 0, 0, 0
0.666603, 2371.57, 1024, 1946, 0, 0, 0, 0
0.667976, 2368.96, 1024, 1945, 0, 0, 0, 0
0.668607, 2365.96, 1024, 1944, 0, 0, 0, 0
0.669241, 2362.82, 1024, 1943, 0, 0, 0, 0
0.669857, 2359.71, 1024, 1942, 0, 0, 0, 0
0.670554, 2356.98, 1024, 1941, 0, 0, 0, 0
0.671197, 2354.18, 1024, 1940, 0, 0, 0, 0
0.671844, 2350.96, 1024, 1939, 0, 0, 0, 0
0.672771, 2347.17, 1024, 1938, 0, 0, 0, 0
0.673885, 2344.1, 1024, 1937, 0, 0, 0, 0
0.674851, 2340.71, 1024, 1936, 0, 0, 0, 0
0.67579, 2337.42, 1024, 1935, 0, 0, 0, 0
0.676356, 2334.16, 1024, 1934, 0, 0, 0, 0
0.677097, 2331.74, 1024, 1933, 0, 0, 0, 0
0.677764, 2329.2, 1024, 1932, 0, 0, 0, 0
0.678387, 2326.05, 1024, 1931, 0, 0, 0, 0
0.679121, 2323.43, 1024, 1930, 0, 0, 0, 0
0.681098, 2320.19, 1024, 1929, 0, 0, 0, 0
0.682105, 2316.98, 1024, 1928, 0, 0, 0, 0
0.682789, 2313.65, 1024, 1927, 0, 0, 0, 0
0.683368, 2310.65, 1024, 1926, 0, 0, 0, 0
0.683989, 2307.67, 1024, 1925, 0, 0, 0, 0
0.684619, 2304.57, 1024, 1924, 0, 0, 0, 0
0.685551, 2300.36, 1024, 1923, 0, 0, 0, 0
0.686406, 2296.44, 1024, 1922, 0, 0, 0, 0
0.68707, 2293.31, 1024, 1921, 0, 0, 0, 0
0.687721, 2290.6, 1024, 1920, 0, 0, 0, 0
0.688415, 2288.25, 1024, 1919, 0, 0, 0, 0
0.689431, 2284.94, 1024, 1918, 0, 0, 0, 0
0.690086, 2282.21, 1024, 1917, 0, 0, 0, 0
0.691531, 2278.94, 1024, 1916, 0, 0, 0, 0
0.692531, 2275.41, 1024, 1915, 0, 0, 0, 0
0.693146, 2272.3, 1024, 1914, 0, 0, 0, 0
0.693786, 2269.29, 1024, 1913, 0, 0, 0, 0
0.69436, 2266.0, 1024, 1912, 0, 0, 0, 0
0.694969, 2262.8, 1024, 1911, 0, 0, 0, 0
0.695727, 2260.51, 1024, 1910, 0, 0, 0, 0
0.696406, 2257.24, 1024, 1909, 0, 0, 0, 0
0.697403, 2253.15, 1024, 1908, 0, 0, 0, 0
0.69801, 2249.8, 1024, 1907, 0, 0, 0, 0
0.699023, 2246.36, 1024, 1906, 0, 0, 0, 0
0.699653, 2243.37, 1024, 1905, 0, 0, 0, 0
0.700533, 2239.84, 1024, 1904, 0, 0, 0, 0
0.701024, 2236.57, 1024, 1903, 0, 0, 0, 0
0.701707, 2234.1, 1024, 1902, 0, 0, 0, 0
0.702352, 2231.35, 1024, 1901, 0, 0, 0, 0
0.703001, 2228.1, 1024, 1900, 0, 0, 0, 0
0.703698, 2225.18, 1024, 1899, 0, 0, 0, 0
0.704342, 2222.1, 1024, 1898, 0, 0, 0, 0
0.704923, 2218.92, 1024, 1897, 0, 0, 0, 0
0.705588, 2216.1, 1024, 1896, 0, 0, 0, 0
0.706154, 2213.01, 1024, 1895, 0, 0, 0, 0
0.707126, 2208.65, 1024, 1894, 0, 0, 0, 0
0.707798, 2205.61, 1024, 1893, 0, 0, 0, 0
0.708364, 2202.53, 1024, 1892, 0, 0, 0, 0
0.709413, 2199.45, 1024, 1891, 0, 0, 0, 0
0.710313, 2195.63, 1024, 1890, 0, 0, 0, 0
0.711324, 2192.28, 1024, 1889, 0, 0, 0, 0
0.71197, 2189.31, 1024, 1888, 0, 0, 0, 0
0.713, 2186.22, 1024, 1887, 0, 0, 0, 0
0.713668, 2183.12, 1024, 1886, 0, 0, 0, 0
0.714312, 2180.47, 1024, 1885, 0, 0, 0, 0
0.714889, 2177.45, 1024, 1884, 0, 0, 0, 0
0.71556, 2174.34, 1024, 1883, 0, 0, 0, 0
0.716915, 2170.54, 1024, 1882, 0, 0, 0, 0
0.718069, 2166.65, 1024, 1881, 0, 0, 0, 0
0.719553, 2163.43, 1024, 1880, 0, 0, 0, 0
0.720629, 2159.32, 1024, 1879, 0, 0, 0, 0
0.721287, 2156.65, 1024, 1878, 0, 0, 0, 0
0.721943, 2154.22, 1024, 1877, 0, 0, 0, 0
0.722857, 2150.79, 1024, 1876, 0, 0, 0, 0
0.723603, 2147.6, 1024, 1875, 0, 0, 0, 0
0.72419, 2144.73, 1024, 1874, 0, 0, 0, 0
0.724814, 2141.87, 1024, 1873, 0, 0, 0, 0
0.725712, 2138.03, 1024, 1872, 0, 0, 0, 0
0.72647, 2135.59, 1024, 1871, 0, 0, 0, 0
0.727136, 2133.27, 1024, 1870, 0, 0, 0, 0
0.727821, 2130.84, 1024, 1869, 0, 0, 0, 0
0.728393, 2127.93, 1024, 1868, 0, 0, 0, 0
0.729072, 2125.14, 1024, 1867, 0, 0, 0, 0
0.73002, 2122.17, 1024, 1866, 0, 0, 0, 0
0.73073, 2119.49, 1024, 1865, 0, 0, 0, 0
0.731604, 2115.94, 1024, 1864, 0, 0, 0, 0
0.732335, 2113.84, 1024, 1863, 0, 0, 0, 0
0.733425, 2110.4, 1024, 1862, 0, 0, 0, 0
0.735381, 2105.32, 1024, 1861, 0, 0, 0, 0
0.736401, 2101.84, 1024, 1860, 0, 0, 0, 0
0.737051, 2099.32, 1024, 1859, 0, 0, 0, 0
0.737727, 2096.85, 1024, 1858, 0, 0, 0, 0
0.738406, 2094.11, 1024, 1857, 0, 0, 0, 0
0.740585, 2087.45, 1024, 1856, 0, 0, 0, 0
0.741256, 2084.75, 1024, 1855, 0, 0, 0, 0
0.742357, 2081.17, 1024, 1854, 0, 0, 0, 0
0.743051, 2078.51, 1024, 1853, 0, 0, 0, 0
0.743686, 2074.98, 1024, 1852, 0, 0, 0, 0
0.745124, 2072.94, 1024, 1851, 0, 0, 0, 0
0.746451, 2070.17, 1024, 1850, 0, 0, 0, 0
0.747074, 2067.53, 1024, 1849, 0, 0, 0, 0
0.747743, 2064.97, 1024, 1848, 0, 0, 0, 0
0.748433, 2062.01, 1024, 1847, 0, 0, 0, 0
0.749394, 2058.55, 1024, 1846, 0, 0, 0, 0
0.750089, 2055.94, 1024, 1845, 0, 0, 0, 0
0.750922, 2054.17, 1024, 1844, 0, 0, 0, 0
0.751556, 2051.3, 1024, 1843, 0, 0, 0, 0
0.752225, 2048.33, 1024, 1842, 0, 0, 0, 0
0.753258, 2045.27, 1024, 1841, 0, 0, 0, 0
0.754504, 2042.72, 1024, 1840, 0, 0, 0, 0
0.755435, 2039.27, 1024, 1839, 0, 0, 0, 0
0.756109, 2036.68, 1024, 1838, 0, 0, 0, 0
0.756865, 2033.99, 1024, 1837, 0, 0, 0, 0
0.757543, 2031.26, 1024, 1836, 0, 0, 0, 0
0.758217, 2029.03, 1024, 1835, 0, 0, 0, 0
0.758962, 2026.87, 1024, 1834, 0, 0, 0, 0
0.759969, 2023.49, 1024, 1833, 0, 0, 0, 0
0.760611, 2020.89, 1024, 1832, 0, 0, 0, 0
0.761461, 2018.85, 1024, 1831, 0, 0, 0, 0
0.762957, 2013.73, 1024, 1830, 0, 0, 0, 0
0.764116, 2010.43, 1024, 1829, 0, 0, 0, 0
0.764834, 2007.42, 1024, 1828, 0, 0, 0, 0
0.76547, 2004.7, 1024, 1827, 0, 0, 0, 0
0.766956, 1999.62, 1024, 1826, 0, 0, 0, 0
0.767578, 1996.39, 1024, 1825, 0, 0, 0, 0
0.768171, 1993.61, 1024, 1824, 0, 0, 0, 0
0.768822, 1990.73, 1024, 1823, 0, 0, 0, 0
0.769791, 1987.08, 1024, 1822, 0, 0, 0, 0
0.770441, 1984.35, 1024, 1821, 0, 0, 0, 0
0.77115, 1981.7, 1024, 1820, 0, 0, 0, 0
0.771719, 1978.92, 1024, 1819, 0, 0, 0, 0
0.772961, 1975.91, 1024, 1818, 0, 0, 0, 0
0.774089, 1973.03, 1024, 1817, 0, 0, 0, 0
0.774778, 1970.12, 1024, 1816, 0, 0, 0, 0
0.775913, 1966.68, 1024, 1815, 0, 0, 0, 0
0.776853, 1963.58, 1024, 1814, 0, 0, 0, 0
0.77757, 1960.92, 1024, 1813, 0, 0, 0, 0
0.77829, 1958.08, 1024, 1812, 0, 0, 0, 0
0.779024, 1955.68, 1024, 1811, 0, 0, 0, 0
0.779754, 1953.05, 1024, 1810, 0, 0, 0, 0
0.780775, 1949.5, 1024, 1809, 0, 0, 0, 0
0.781849, 1946.41, 1024, 1808, 0, 0, 0, 0
0.78265, 1944.51, 1024, 1807, 0, 0, 0, 0
0.783368, 1942.04, 1024, 1806, 0, 0, 0, 0
0.78394, 1939.46, 1024, 1805, 0, 0, 0, 0
0.785659, 1936.52, 1024, 1804, 0, 0, 0, 0
0.786454, 1934.42, 1024, 1803, 0, 0, 0, 0
0.788238, 1932.82, 1024, 1802, 0, 0, 0, 0
0.788833, 1930.23, 1024, 1801, 0, 0, 0, 0
0.78943, 1927.35, 1024, 1800, 0, 0, 0, 0
0.790369, 1923.9, 1024, 1799, 0, 0, 0, 0
0.792546, 1917.62, 1024, 1798, 0, 0, 0, 0
0.793522, 1914.23, 1024, 1797, 0, 0, 0, 0
0.794114, 1911.41, 1024, 1796, 0, 0, 0, 0
0.794914, 1908.94, 1024, 1795, 0, 0, 0, 0
0.795685, 1905.92, 1024, 1794, 0, 0, 0, 0
0.79631, 1903.28, 1024, 1793, 0, 0, 0, 0
0.797874, 1900.88, 1024, 1792, 0, 0, 0, 0
0.799835, 1900.05, 1024, 1791, 0, 0, 0, 0
0.800538, 1897.3, 1024, 1790, 0, 0, 0, 0
0.801201, 1894.79, 1024, 1789, 0, 0, 0, 0
0.802345, 1892.41, 1024, 1788, 0, 0, 0, 0
0.803146, 1889.98, 1024, 1787, 0, 0, 0, 0
0.804268, 1885.51, 1024, 1786, 0, 0, 0, 0
0.805025, 1883.16, 1024, 1785, 0, 0, 0, 0
0.806061, 1879.08, 1024, 1784, 0, 0, 0, 0
0.807477, 1876.38, 1024, 1783, 0, 0, 0, 0
0.808506, 1873.58, 1024, 1782, 0, 0, 0, 0
0.80918, 1871.41, 1024, 1781, 0, 0, 0, 0
0.810724, 1868.62, 1024, 1780, 0, 0, 0, 0
0.81145, 1866.71, 1024, 1779, 0, 0, 0, 0
0.812887, 1862.17, 1024, 1778, 0, 0, 0, 0
0.815757, 1859.72, 1024, 1777, 0, 0, 0, 0
0.816797, 1856.77, 1024, 1776, 0, 0, 0, 0
0.817546, 1853.9, 1024, 1775, 0, 0, 0, 0
0.818363, 1851.49, 1024, 1774, 0, 0, 0, 0
0.820234, 1845.96, 1024, 1773, 0, 0, 0, 0
0.821063, 1843.74, 1024, 1772, 0, 0, 0, 0
0.822394, 1839.8, 1024, 1771, 0, 0, 0, 0
0.823472, 1836.75, 1024, 1770, 0, 0, 0, 0
0.824754, 1833.39, 1024, 1769, 0, 0, 0, 0
0.825753, 1830.18, 1024, 1768, 0, 0, 0, 0
0.826548, 1827.37, 1024, 1767, 0, 0, 0, 0
0.827366, 1825.02, 1024, 1766, 0, 0, 0, 0
0.82826, 1822.18, 1024, 1765, 0, 0, 0, 0
0.830081, 1817.74, 1024, 1764, 0, 0, 0, 0
0.83072, 1815.25, 1024, 1763, 0, 0, 0, 0
0.831941, 1812.65, 1024, 1762, 0, 0, 0, 0
0.833412, 1809.78, 1024, 1761, 0, 0, 0, 0
0.836884, 1802.89, 1024, 1760, 0, 0, 0, 0
0.839167, 1798.36, 1024, 1759, 0, 0, 0, 0
0.840337, 1795.39, 1024, 1758, 0, 0, 0, 0
0.841069, 1792.8, 1024, 1757, 0, 0, 0, 0
0.842358, 1789.11, 1024, 1756, 0, 0, 0, 0
0.843255, 1785.61, 1024, 1755, 0, 0, 0, 0
0.845069, 1782.91, 1024, 1754, 0, 0, 0, 0
0.846083, 1779.61, 1024, 1753, 0, 0, 0, 0
0.847564, 1777.34, 1024, 1752, 0, 0, 0, 0
0.848869, 1774.7, 1024, 1751, 0, 0, 0, 0
0.851733, 1770.81, 1024, 1750, 0, 0, 0, 0
0.852471, 1768.34, 1024, 1749, 0, 0, 0, 0
0.85351, 1764.9, 1024, 1748, 0, 0, 0, 0
0.854515, 1762.86, 1024, 1747, 0, 0, 0, 0
0.855944, 1759.61, 1024, 1746, 0, 0, 0, 0
0.858214, 1753.8, 1024, 1745, 0, 0, 0, 0
0.859739, 1750.25, 1024, 1744, 0, 0, 0, 0
0.861657, 1747.16, 1024, 1743, 0, 0, 0, 0
0.862342, 1744.46, 1024, 1742, 0, 0, 0, 0
0.863708, 1742.07, 1024, 1741, 0, 0, 0, 0
0.866003, 1736.4, 1024, 1740, 0, 0, 0, 0
0.869701, 1733.53, 1024, 1739, 0, 0, 0, 0
0.87201, 1732.83, 1024, 1738, 0, 0, 0, 0
0.873582, 1729.79, 1024, 1737, 0, 0, 0, 0
0.874789, 1726.69, 1024, 1736, 0, 0, 0, 0
0.87677, 1723.45, 1024, 1735, 0, 0, 0, 0
0.877787, 1720.44, 1024, 1734, 0, 0, 0, 0
0.879041, 1718.28, 1024, 1733, 0, 0, 0, 0
0.880108, 1715.16, 1024, 1732, 0, 0, 0, 0
0.880699, 1712.79, 1024, 1731, 0, 0, 0, 0
0.881959, 1708.97, 1024, 1730, 0, 0, 0, 0
0.883272, 1706.92, 1024, 1729, 0, 0, 0, 0
0.884931, 1703.48, 1024, 1728, 0, 0, 0, 0
0.885702, 1701.56, 1024, 1727, 0, 0, 0, 0
0.88734, 1698.74, 1024, 1726, 0, 0, 0, 0
0.888052, 1696.31, 1024, 1725, 0, 0, 0, 0
0.888976, 1694.02, 1024, 1724, 0, 0, 0, 0
0.890186, 1690.69, 1024, 1723, 0, 0, 0, 0
0.891818, 1687.94, 1024, 1722, 0, 0, 0, 0
0.893541, 1683.42, 1024, 1721, 0, 0, 0, 0
0.895274, 1679.88, 1024, 1720, 0, 0, 0, 0
0.896034, 1677.35, 1024, 1719, 0, 0, 0, 0
0.897312, 1673.61, 1024, 1718, 0, 0, 0, 0
0.899276, 1667.88, 1024, 1717, 0, 0, 0, 0
0.90023, 1666.2, 1024, 1716, 0, 0, 0, 0
0.901027, 1663.97, 1024, 1715, 0, 0, 0, 0
0.901605, 1661.65, 1024, 1714, 0, 0, 0, 0
0.903251, 1658.55, 1024, 1713, 0, 0, 0, 0
0.904632, 1655.6, 1024, 1712, 0, 0, 0, 0
0.906146, 1651.76, 1024, 1711, 0, 0, 0, 0
0.906672, 1649.48, 1024, 1710, 0, 0, 0, 0
0.907462, 1647.08, 1024, 1709, 0, 0, 0, 0
0.908347, 1645.8, 1024, 1708, 0, 0, 0, 0
0.909692, 1642.47, 1024, 1707, 0, 0, 0, 0
0.911639, 1639.13, 1024, 1706, 0, 0, 0, 0
0.914132, 1634.54, 1024, 1705, 0, 0, 0, 0
0.916191, 1632.99, 1024, 1704, 0, 0, 0, 0
0.918508, 1631.04, 1024, 1703, 0, 0, 0, 0
0.924099, 1630.82, 1024, 1702, 0, 0, 0, 0
0.925142, 1627.96, 1024, 1701, 0, 0, 0, 0
0.927772, 1623.43, 1024, 1700, 0, 0, 0, 0
0.929416, 1620.32, 1024, 1699, 0, 0, 0, 0
0.930321, 1618.74, 1024, 1698, 0, 0, 0, 0
0.932123, 1616.06, 1024, 1697, 0, 0, 0, 0
0.933122, 1612.69, 1024, 1696, 0, 0, 0, 0
0.935726, 1609.28, 1024, 1695, 0, 0, 0, 0
0.937877, 1603.92, 1024, 1694, 0, 0, 0, 0
0.938599, 1601.5, 1024, 1693, 0, 0, 0, 0
0.94047, 1597.25, 1024, 1692, 0, 0, 0, 0
0.941311, 1594.89, 1024, 1691, 0, 0, 0, 0
0.941973, 1593.11, 1024, 1690, 0, 0, 0, 0
0.943272, 1590.84, 1024, 1689, 0, 0, 0, 0
0.944093, 1588.33, 1024, 1688, 0, 0, 0, 0
0.94581, 1583.71, 1024, 1687, 0, 0, 0, 0
