R_G^2, alpha^2, N (big fragment), # edges (b.f), avg. R_g^2 (s.f), avg. alpha^2 (s.f), avg. mass (s.f), # small fragments
4.15863, 380.994, 940, 1114, 0.15867344186, 0.360938976744, 1.95348837209, 43
4.1623, 380.131, 940, 1113, 0.15867344186, 0.360938976744, 1.95348837209, 43
4.6158, 394.391, 940, 1112, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.61404, 394.088, 939, 1111, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.61652, 393.496, 939, 1110, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.62642, 391.719, 939, 1109, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.62821, 391.277, 939, 1108, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.63078, 390.668, 939, 1107, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.79234, 388.203, 939, 1106, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.79976, 386.753, 939, 1105, 0.155067227273, 0.352735818182, 1.93181818182, 44
4.80992, 385.02, 939, 1104, 0.151621288889, 0.344897244444, 1.91111111111, 45
4.80271, 383.629, 938, 1098, 0.167648847826, 0.365558608696, 2.0, 46
4.74121, 377.926, 932, 1097, 0.167648847826, 0.365558608696, 2.0, 46
4.74366, 377.221, 932, 1096, 0.167648847826, 0.365558608696, 2.0, 46
4.75473, 375.585, 932, 1095, 0.167648847826, 0.365558608696, 2.0, 46
4.81887, 371.058, 932, 1094, 0.167648847826, 0.365558608696, 2.0, 46
4.82232, 370.159, 932, 1093, 0.167648847826, 0.365558608696, 2.0, 46
4.85267, 364.783, 932, 1092, 0.167648847826, 0.365558608696, 2.0, 46
4.87125, 363.619, 932, 1091, 0.167648847826, 0.365558608696, 2.0, 46
4.87286, 363.404, 932, 1090, 0.167648847826, 0.365558608696, 2.0, 46
4.98969, 357.525, 932, 1089, 0.167648847826, 0.365558608696, 2.0, 46
5.01045, 355.429, 932, 1088, 0.167648847826, 0.365558608696, 2.0, 46
5.01894, 354.582, 932, 1087, 0.167648847826, 0.365558608696, 2.0, 46
5.29784, 359.238, 932, 1086, 0.167648847826, 0.365558608696, 2.0, 46
5.30395, 357.81, 932, 1085, 0.167648847826, 0.365558608696, 2.0, 46
5.30607, 357.408, 932, 1084, 0.167648847826, 0.365558608696, 2.0, 46
5.55474, 357.086, 932, 1083, 0.167648847826, 0.365558608696, 2.0, 46
5.56411, 355.646, 932, 1082, 0.167648847826, 0.365558608696, 2.0, 46
5.56626, 355.286, 932, 1081, 0.167648847826, 0.365558608696, 2.0, 46
5.60022, 352.622, 932, 1078, 0.173538106383, 0.375542744681, 2.02127659574, 47
5.59879, 351.511, 929, 1077, 0.173538106383, 0.375542744681, 2.02127659574, 47
5.62172, 348.126, 929, 1076, 0.173538106383, 0.375542744681, 2.02127659574, 47
5.62467, 347.582, 929, 1075, 0.173538106383, 0.375542744681, 2.02127659574, 47
5.62894, 346.74, 929, 1074, 0.169922729167, 0.3677189375, 2.0, 48
5.62414, 345.59, 928, 1073, 0.169922729167, 0.3677189375, 2.0, 48
5.6279, 344.93, 928, 1072, 0.166454918367, 0.360214469388, 1.97959183673, 49
5.62929, 344.405, 927, 1071, 0.166454918367, 0.360214469388, 1.97959183673, 49
5.94754, 354.397, 927, 1070, 0.166454918367, 0.360214469388, 1.97959183673, 49
5.97705, 352.049, 927, 1069, 0.166454918367, 0.360214469388, 1.97959183673, 49
5.99508, 349.573, 927, 1068, 0.166454918367, 0.360214469388, 1.97959183673, 49
6.01424, 347.605, 927, 1067, 0.16312582, 0.35301018, 1.96, 50
6.00926, 347.327, 926, 1066, 0.16312582, 0.35301018, 1.96, 50
6.02407, 345.458, 926, 1065, 0.15992727451, 0.346088411765, 1.94117647059, 51
6.01875, 345.379, 925, 1064, 0.15992727451, 0.346088411765, 1.94117647059, 51
6.19166, 341.131, 925, 1063, 0.15992727451, 0.346088411765, 1.94117647059, 51
6.21004, 339.986, 925, 1059, 0.167669057692, 0.358104, 1.98076923077, 52
6.20302, 339.202, 921, 1058, 0.164505490566, 0.351347320755, 1.96226415094, 53
6.19402, 339.298, 920, 1056, 0.166088722222, 0.357060240741, 1.96296296296, 54
6.19308, 337.71, 918, 1055, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.19579, 336.951, 917, 1054, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.21452, 335.091, 917, 1053, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.32991, 325.262, 917, 1052, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.34968, 322.968, 917, 1051, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.37625, 321.029, 917, 1050, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.39653, 319.061, 917, 1049, 0.163068927273, 0.350568236364, 1.94545454545, 55
6.39777, 318.852, 917, 1048, 0.160156982143, 0.344308089286, 1.92857142857, 56
6.3932, 318.841, 916, 1047, 0.160156982143, 0.344308089286, 1.92857142857, 56
6.73186, 321.506, 916, 1046, 0.157347210526, 0.338267596491, 1.91228070175, 57
6.72591, 320.808, 915, 1045, 0.157347210526, 0.338267596491, 1.91228070175, 57
6.77136, 317.876, 915, 1044, 0.157347210526, 0.338267596491, 1.91228070175, 57
7.23405, 311.221, 915, 1043, 0.154634327586, 0.332435396552, 1.89655172414, 58
7.23552, 310.622, 914, 1042, 0.154634327586, 0.332435396552, 1.89655172414, 58
7.44307, 308.36, 914, 1041, 0.154634327586, 0.332435396552, 1.89655172414, 58
7.45347, 307.29, 914, 1040, 0.154634327586, 0.332435396552, 1.89655172414, 58
7.47932, 304.723, 914, 1019, 0.183930694915, 0.387466830508, 2.20338983051, 59
7.44598, 300.834, 894, 1018, 0.180865183333, 0.38100905, 2.18333333333, 60
7.44296, 300.605, 893, 1017, 0.180865183333, 0.38100905, 2.18333333333, 60
7.47675, 298.775, 893, 1016, 0.180865183333, 0.38100905, 2.18333333333, 60
7.68901, 287.315, 893, 1015, 0.180865183333, 0.38100905, 2.18333333333, 60
7.79171, 283.873, 893, 1014, 0.180865183333, 0.38100905, 2.18333333333, 60
7.81937, 282.24, 893, 1012, 0.181998540984, 0.385580131148, 2.18032786885, 61
7.79985, 282.248, 891, 1011, 0.181998540984, 0.385580131148, 2.18032786885, 61
7.98209, 273.6, 891, 1010, 0.181998540984, 0.385580131148, 2.18032786885, 61
8.09354, 265.761, 891, 1009, 0.181998540984, 0.385580131148, 2.18032786885, 61
8.10146, 264.984, 891, 1007, 0.18309533871, 0.390003758065, 2.17741935484, 62
8.10297, 264.006, 889, 1005, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.10677, 263.226, 887, 1004, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.1264, 261.483, 887, 1003, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.13438, 260.964, 887, 1002, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.14279, 260.38, 887, 1001, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.16993, 258.711, 887, 1000, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.20558, 257.32, 887, 999, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.23308, 255.053, 887, 998, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.2358, 254.785, 887, 997, 0.18415731746, 0.394286952381, 2.1746031746, 63
8.6427, 245.147, 887, 996, 0.18415731746, 0.394286952381, 2.1746031746, 63
11.5836, 271.829, 887, 995, 0.18415731746, 0.394286952381, 2.1746031746, 63
11.623, 269.28, 887, 977, 0.207258453125, 0.4376010625, 2.40625, 64
11.4955, 267.182, 870, 976, 0.204069861538, 0.430868738462, 2.38461538462, 65
11.5006, 266.585, 869, 975, 0.204069861538, 0.430868738462, 2.38461538462, 65
11.524, 265.279, 869, 974, 0.200977893939, 0.424340424242, 2.36363636364, 66
11.5314, 264.536, 868, 973, 0.200977893939, 0.424340424242, 2.36363636364, 66
12.0434, 246.007, 868, 972, 0.200977893939, 0.424340424242, 2.36363636364, 66
12.0525, 245.372, 868, 965, 0.213208223881, 0.439316686567, 2.4328358209, 67
11.9809, 245.669, 861, 964, 0.213208223881, 0.439316686567, 2.4328358209, 67
12.3942, 231.191, 861, 963, 0.213208223881, 0.439316686567, 2.4328358209, 67
12.3992, 230.827, 861, 962, 0.210072808824, 0.432856147059, 2.41176470588, 68
12.3881, 230.746, 860, 961, 0.210072808824, 0.432856147059, 2.41176470588, 68
12.4623, 229.216, 860, 775, 0.300894217391, 0.900853884058, 4.78260869565, 69
9.65538, 186.646, 694, 745, 0.327833157143, 0.964444685714, 5.1, 70
9.53799, 179.49, 667, 730, 0.348129732394, 0.985713352113, 5.23943661972, 71
9.46361, 176.548, 652, 729, 0.348129732394, 0.985713352113, 5.23943661972, 71
9.54043, 173.413, 652, 728, 0.348129732394, 0.985713352113, 5.23943661972, 71
9.58473, 171.432, 652, 727, 0.348129732394, 0.985713352113, 5.23943661972, 71
9.60964, 170.923, 652, 725, 0.346766819444, 0.981187402778, 5.19444444444, 72
9.59786, 170.37, 650, 724, 0.346766819444, 0.981187402778, 5.19444444444, 72
9.63401, 168.97, 650, 723, 0.346766819444, 0.981187402778, 5.19444444444, 72
9.68977, 166.975, 650, 711, 0.358771931507, 1.00058017808, 5.27397260274, 73
9.61472, 163.152, 639, 705, 0.360139878378, 1.01181936486, 5.27027027027, 74
9.6063, 161.932, 634, 704, 0.360139878378, 1.01181936486, 5.27027027027, 74
9.86151, 155.821, 634, 703, 0.360139878378, 1.01181936486, 5.27027027027, 74
11.5898, 140.731, 634, 699, 0.362838013333, 1.01127376, 5.25333333333, 75
11.5251, 140.408, 630, 698, 0.362838013333, 1.01127376, 5.25333333333, 75
11.5275, 140.325, 630, 697, 0.358063828947, 0.997967526316, 5.19736842105, 76
11.5194, 140.378, 629, 696, 0.358063828947, 0.997967526316, 5.19736842105, 76
12.101, 133.063, 629, 695, 0.353413649351, 0.985006909091, 5.14285714286, 77
12.0939, 132.99, 628, 540, 0.4307695, 1.26751579487, 6.89743589744, 78
9.73214, 100.14, 486, 538, 0.428481278481, 1.25982375949, 6.83544303797, 79
9.71445, 100.104, 484, 537, 0.428481278481, 1.25982375949, 6.83544303797, 79
9.84858, 97.7498, 484, 528, 0.4318166625, 1.2723349625, 6.85, 80
9.76251, 96.9464, 476, 527, 0.426485592593, 1.25662712346, 6.77777777778, 81
9.77057, 96.6194, 475, 526, 0.42128454878, 1.24130240244, 6.70731707317, 82
9.77224, 96.1089, 474, 525, 0.42128454878, 1.24130240244, 6.70731707317, 82
9.78799, 95.7912, 474, 524, 0.42128454878, 1.24130240244, 6.70731707317, 82
10.8985, 94.4206, 474, 523, 0.42128454878, 1.24130240244, 6.70731707317, 82
10.9181, 94.0484, 474, 506, 0.437104975904, 1.26320189157, 6.81927710843, 83
10.5206, 95.6545, 458, 505, 0.437104975904, 1.26320189157, 6.81927710843, 83
10.5298, 95.4703, 458, 504, 0.437104975904, 1.26320189157, 6.81927710843, 83
10.6797, 93.3964, 458, 501, 0.437192345238, 1.25810202381, 6.77380952381, 84
10.6046, 92.8507, 455, 456, 0.472460788235, 1.32477588235, 7.17647058824, 85
9.76007, 86.0379, 414, 455, 0.472460788235, 1.32477588235, 7.17647058824, 85
9.77003, 85.8534, 414, 454, 0.472460788235, 1.32477588235, 7.17647058824, 85
9.78916, 85.3656, 414, 453, 0.472460788235, 1.32477588235, 7.17647058824, 85
9.81909, 84.9929, 414, 452, 0.472460788235, 1.32477588235, 7.17647058824, 85
9.83152, 84.779, 414, 450, 0.469874034884, 1.31704412791, 7.11627906977, 86
9.82595, 84.4386, 412, 449, 0.464473183908, 1.30190568966, 7.04597701149, 87
9.82911, 84.1126, 411, 448, 0.464473183908, 1.30190568966, 7.04597701149, 87
9.83361, 83.9121, 411, 447, 0.464473183908, 1.30190568966, 7.04597701149, 87
10.2751, 79.8584, 411, 446, 0.464473183908, 1.30190568966, 7.04597701149, 87
10.3781, 78.8166, 411, 445, 0.464473183908, 1.30190568966, 7.04597701149, 87
10.6363, 76.2219, 411, 444, 0.459195079545, 1.28711130682, 6.97727272727, 88
10.6353, 75.9677, 410, 441, 0.459029337079, 1.28202930337, 6.93258426966, 89
10.6128, 75.0965, 407, 434, 0.4652669, 1.28364842222, 6.93333333333, 90
10.4979, 73.8372, 400, 433, 0.4652669, 1.28364842222, 6.93333333333, 90
12.8267, 62.2137, 400, 432, 0.4652669, 1.28364842222, 6.93333333333, 90
12.8794, 61.5899, 400, 431, 0.460154076923, 1.2695423956, 6.86813186813, 91
12.8687, 61.3661, 399, 430, 0.455152402174, 1.25574302174, 6.80434782609, 92
12.8762, 61.0257, 398, 428, 0.452946462366, 1.24933551613, 6.75268817204, 93
12.8403, 61.0106, 396, 427, 0.452946462366, 1.24933551613, 6.75268817204, 93
12.8417, 60.9918, 396, 406, 0.46742756383, 1.27401811702, 6.89361702128, 94
12.5628, 57.0289, 376, 334, 0.524573589474, 1.35856182105, 7.54736842105, 95
10.7536, 47.518, 307, 330, 0.525619697917, 1.35483846875, 7.51041666667, 96
10.8077, 46.6124, 303, 329, 0.525619697917, 1.35483846875, 7.51041666667, 96
10.823, 46.4385, 303, 328, 0.520200938144, 1.34087106186, 7.44329896907, 97
10.8419, 46.1182, 302, 228, 0.575813581633, 1.46963156122, 8.31632653061, 98
7.78753, 31.9057, 209, 227, 0.575813581633, 1.46963156122, 8.31632653061, 98
7.89025, 31.213, 209, 214, 0.587449909091, 1.47695457576, 8.36363636364, 99
7.48267, 29.7841, 196, 213, 0.587449909091, 1.47695457576, 8.36363636364, 99
7.51583, 29.4367, 196, 210, 0.58601985, 1.47053316, 8.31, 100
7.37864, 29.4113, 193, 209, 0.58601985, 1.47053316, 8.31, 100
7.39531, 29.2563, 193, 194, 0.597140247525, 1.48335916832, 8.36633663366, 101
7.10801, 27.8146, 179, 174, 0.603135833333, 1.50982652941, 8.46078431373, 102
6.52691, 24.3529, 161, 173, 0.603135833333, 1.50982652941, 8.46078431373, 102
6.6763, 23.5914, 161, 171, 0.599707330097, 1.50157428155, 8.39805825243, 103
6.64141, 23.3448, 159, 170, 0.593940913462, 1.48713606731, 8.32692307692, 104
6.6254, 23.2402, 158, 169, 0.588284333333, 1.47297286667, 8.25714285714, 105
6.59265, 23.1339, 157, 166, 0.586927349057, 1.46695249057, 8.20754716981, 106
6.44603, 22.9727, 154, 165, 0.581442046729, 1.45324265421, 8.14018691589, 107
6.45875, 22.7196, 153, 164, 0.576058324074, 1.4397867037, 8.07407407407, 108
6.43255, 22.5785, 152, 161, 0.574850853211, 1.43423648624, 8.02752293578, 109
6.31694, 22.6216, 149, 160, 0.574850853211, 1.43423648624, 8.02752293578, 109
6.4328, 21.6614, 149, 146, 0.584337118182, 1.44561306364, 8.07272727273, 110
6.19069, 19.9953, 136, 134, 0.594150387387, 1.45089294595, 8.10810810811, 111
6.02516, 19.4494, 124, 131, 0.592813723214, 1.44539223214, 8.0625, 112
5.99707, 18.9922, 121, 130, 0.587567584071, 1.43260115044, 8.0, 113
6.01051, 18.7586, 120, 129, 0.587567584071, 1.43260115044, 8.0, 113
6.02494, 18.6603, 120, 128, 0.587567584071, 1.43260115044, 8.0, 113
6.03968, 18.447, 120, 109, 0.600686289474, 1.44706657895, 8.09649122807, 114
5.57664, 16.515, 101, 108, 0.595462930435, 1.4344833913, 8.0347826087, 115
5.58438, 16.3075, 100, 107, 0.595462930435, 1.4344833913, 8.0347826087, 115
5.86974, 15.4505, 100, 106, 0.595462930435, 1.4344833913, 8.0347826087, 115
6.55717, 14.4333, 100, 105, 0.595462930435, 1.4344833913, 8.0347826087, 115
6.81807, 13.7944, 100, 76, 0.614498336207, 1.46170439655, 8.20689655172, 116
5.78234, 11.3956, 72, 74, 0.611382965812, 1.45485089744, 8.15384615385, 117
5.63633, 11.1548, 70, 73, 0.606201754237, 1.44252165254, 8.09322033898, 118
5.52565, 11.0693, 69, 72, 0.606201754237, 1.44252165254, 8.09322033898, 118
6.06577, 10.2828, 69, 71, 0.601107621849, 1.43039962185, 8.03361344538, 119
5.96113, 10.1779, 68, 70, 0.601107621849, 1.43039962185, 8.03361344538, 119
6.35545, 9.38407, 68, 69, 0.601107621849, 1.43039962185, 8.03361344538, 119
6.39438, 9.21979, 68, 68, 0.596098391667, 1.418479625, 7.975, 120
6.42922, 8.97971, 67, 67, 0.591171958678, 1.40675665289, 7.9173553719, 121
6.43064, 8.8306, 66, 51, 0.600934647541, 1.4190427459, 7.97540983607, 122
5.55623, 6.90535, 51, 50, 0.600934647541, 1.4190427459, 7.97540983607, 122
5.69473, 6.54129, 51, 49, 0.596049, 1.40750581301, 7.91869918699, 123
5.6996, 6.34445, 50, 34, 0.605077314516, 1.41639560484, 7.97580645161, 124
4.42286, 4.64292, 35, 32, 0.602236696, 1.4103432, 7.928, 125
4.42057, 4.34792, 33, 21, 0.610968785714, 1.41487301587, 7.95238095238, 126
3.17975, 3.2505, 22, 20, 0.606158007874, 1.40373228346, 7.89763779528, 127
3.07483, 3.1362, 21, 12, 0.610699742187, 1.40508640625, 7.8984375, 128
1.94083, 2.25445, 13, 6, 0.612640914729, 1.40408100775, 7.88372093023, 129
1.02041, 1.42775, 7, 4, 0.609851369231, 1.39835611538, 7.83846153846, 130
0.72, 1.13207, 5, 2, 0.607104412214, 1.39271862595, 7.79389312977, 131
0.444444, 0.834813, 3, 1, 0.602505136364, 1.38216772727, 7.74242424242, 132
